SMILES,GENERIC_NAME,SYNONYMS
CN(C)CCC=C1c2ccccc2CCc2ccccc21,Amitriptyline,"10,11-dihydro-5-(γ-dimethylaminopropylidene)-5H-dibenzo(a,d)cycloheptene; 10,11-dihydro-N,N-dimethyl-5H-dibenzo(a,d)heptalene-Δ5,γ-propylamine; 3-(10,11-dihydro-5H-dibenzo(a,d)cyclohepten-5-ylidene)-N,N-dimethyl-1-propanamine; 3-(10,11-dihydro-5H-dibenzo[a,d]cyclohepten-5-ylidene)-N,N-dimethylpropan-1-amine; 5-(3-dimethylaminopropylidene)-10,11-dihydro-5H-dibenzo(a,d)cycloheptatriene; 5-(3-dimethylaminopropylidene)-10,11-dihydro-5H-dibenzo(a,d)cycloheptene; 5-(γ-dimethylaminopropylidene)-5H-dibenzo[a,d][1,4]cycloheptadiene; Amitriptilina; Amitriptylin; Amitriptyline; Amitriptylinum"
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F,Floxuridine,1-(2-Deoxy-beta-D-ribofuranosyl)-5-fluorouracil; 1-beta-D-2'-Deoxyribofuranosyl-5-flurouracil; 1beta-D-2'-Deoxyribofuranosyl-5-flurouracil; 2'-Deoxy-5-fluorouridine; 5-Fluoro-2-desoxyuridine; 5-fluoro-2'-deoxyuridine; 5-Fluorodeoxyuridine; 5-Fluorouracil 2'-deoxyriboside; 5-Fluorouracil deoxyriboside; 5FDU; beta-5-Fluoro-2'-deoxyuridine; Deoxyfluorouridine; FdU; Floxiridina; Floxuridin; Floxuridine; Floxuridinum; Fluorodeoxyuridine; Fluoruridine deoxyribose
Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,Tolcapone,"(3,4-dihydroxy-5-nitrophenyl)(4-methylphenyl)methanone; 3,4-dihydroxy-4'-methyl-5-nitrobenzophenone; 3,4-dihydroxy-5-nitro-4'-methylbenzophenone; 4'-methyl-3,4-dihydroxy-5-nitrobenzophenone; Tolcapon; Tolcapona; Tolcapone; Tolcaponum"
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,Fluorometholone,"(1R,2S,8S,10S,11S,14R,15S,17S)-14-acetyl-1-fluoro-14,17-dihydroxy-2,8,15-trimethyltetracyclo[8.7.0.02,7.011,15]heptadeca-3,6-dien-5-one; 9-Fluoro-11beta,17-dihydroxy-6alpha-methylpregna-1,4-diene-3,20-dione; Fluorometholon; Fluorométholone; Fluorometholone; Fluorometholonum; Fluorometolona"
N#C[Fe-2](C#N)(C#N)(C#N)(C#N)N=O,Nitroprusside,Nitroferricyanide
O=C([O-])C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Ca+2],Calcium glucoheptonate,"Calcii glucoheptonas; calcium (2ξ)-D-gluco-heptonate; calcium bis[(2ξ)-D-glycero-D-gulo-heptonate]; calcium bis[(2ξ)-D-glycero-D-ido-heptonate]; calcium bis[(3R,4S,5R,6R)-2,3,4,5,6,7-hexahydroxyheptanoate]; Calcium gluceptate; Calcium glucoheptonat; Calcium glucoheptonate; Calcium glucoheptonate (1:2); Glucoheptonate de calcium; Glucoheptonato calcico"
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5,Hydromorphone,"(-)-(5R)-4,5-Epoxy-3-hydroxy-9α-methylmorphinan-6-one; 4,5-Epoxy-3-hydroxy-17-methylmorphinan-6-one; 4,5alpha-Epoxy-3-hydroxy-17-methyl-6-morphinanone; 6-Deoxy-7,8-dihydro-6-oxomorphine; 7,8-Dihydromorphinone; Dihydromorfinon; Dihydromorphinone; Dimorphone; Hidromorfona; Hydromorfona; Hydromorphone; Hydromorphonum; Idromorfone"
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,Indomethacin,{1-[(4-chlorophenyl)carbonyl]-5-methoxy-2-methyl-1H-indol-3-yl}acetic acid; 1-(p-chlorobenzoyl)-5-methoxy-2-methylindole-3-acetic acid; Indometacin; Indometacina; Indometacine; Indometacinum; Indomethacin
CC[C@@H](CO)NCCN[C@@H](CC)CO,Ethambutol,"(+)-2,2'-(ethylenediimino)di-1-butanol; (+)-ethambutol; (+)-N,N'-bis(1-(hydroxymethyl)propyl)ethylenediamine; (+)-S,S-ethambutol; (2S,7S)-2,7-diethyl-3,6-diazaoctane-1,8-diol; (S,S)-ethambutol; EMB; Etambutol; Etambutolo; Ethambutol; Ethambutolum; S,S-Ethambutol"
CN(C)C(=N)NC(=N)N,Metformin,"1,1-Dimethylbiguanide; Dimethylbiguanid; Metformin; Metformina; Metformine; Metforminum"
CC(C)[N+]1(C)[C@H]2CC[C@@H]1C[C@H](OC(=O)C(CO)c1ccccc1)C2,Ipratropium,bromuro de ipratropio; Ipratropium cation; Ipratropium ion
CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,Methadone,"(+-)-Methadone; (+/-)-Methadone; (±)-methadone; 6-Dimethylamino-4,4-diphenyl-3-heptanone; dl-Methadone; Metadona; Methadone; Methadonum"
Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,Olanzapine,"2-methyl-4-(4-methyl-1-piperazinyl)-10H-thieno[2,3-b][1,5]benzodiazepine; Olanzapin; Olanzapina; Olanzapine; Olanzapinum"
CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,Atenolol,1-p-Carbamoylmethylphenoxy-3-isopropylamino-2-propanol; 2-(p-(2-Hydroxy-3-(isopropylamino)propoxy)phenyl)acetamide; 4-(2-Hydroxy-3-((1-methylethyl)amino)propoxy)benzeneacetamide; Atenolol; Atenololum
NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,Nitrofural,5-Nitro-2-furaldehyde semicarbazone; Furacilin; Nitrofural; Nitrofurazone
CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@H](Cl)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,Pimecrolimus,33-Epi-chloro-33-desoxyascomycin; Pimecrolimus; Pimecrolimusum
COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,Omeprazole,OMEP; Omeprazol; Omeprazole; Omeprazolum
NC(=O)c1cnccn1,Pyrazinamide,2-carbamylpyrazine; 2-pyrazinecarboxamide; Aldinamide; Pirazinamida; Pirazinamide; Pyrazinamid; Pyrazinamida; Pyrazinamide; Pyrazinamidum; Pyrazine carboxamide; pyrazine-2-carboxamide; Pyrazineamide; Pyrazinecarboxamide; Pyrazinoic acid amide; Pyrizinamide
CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1,Metixene,Methixen; Methixene; Metisene; Metixene; Métixène; Metixeno; Metixenum
O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,Cetirizine,Cetirizin; Cetirizina; Cetirizine; Cetirizinum
CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,Terfenadine,(RS)-1-(4-tert-butylphenyl)-4-{4-[hydroxy(diphenyl)methyl]piperidin-1-yl}-butan-1-ol; Terfenadin; Terfenadina; Terfénadine; Terfenadine; Terfenadinum
COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,Diltiazem,"(+)-cis-5-[2-(dimethylamino)ethyl]-2,3-dihydro-3-hydroxy-2-(p-methoxyphenyl)-1,5-benzothiazepin-4(5H)-one acetate ester; (2S-cis)-3-(acetyloxy)-5-[2-(dimethylamino)ethyl]-2,3-dihydro-2-(4-methoxyphenyl)-1,5-benzothiazepin-4(5H)-one; (2S,3S)-5-(2-(dimethylamino)ethyl)-2-(4-methoxyphenyl)-4-oxo-2,3,4,5-tetrahydrobenzo[b][1,4]thiazepin-3-yl acetate; Acetic acid (2S,3S)-5-(2-dimethylamino-ethyl)-2-(4-methoxy-phenyl)-4-oxo-2,3,4,5-tetrahydro-benzo[b][1,4]thiazepin-3-yl ester; d-cis-diltiazem; Diltiazem; Diltiazemum"
CNCCCC1c2ccccc2C=Cc2ccccc21,Protriptyline,"3-(5H-dibenzo[a,d][7]annulen-5-yl)-N-methylpropan-1-amine; 3-(5H-dibenzo[a,d]cyclohepten-5-yl)-N-methyl-1-propanamine; 5-(3-methylaminopropyl)-5H-dibenzo[a,d]cycloheptene; 7-(3-methylaminopropyl)-1,2:5,6-dibenzocycloheptatriene; Amimetilina; N-methyl-5H-dibenzo[a,d]cycloheptene-5-propanamine; N-methyl-5H-dibenzo[a,d]cycloheptene-5-propylamine; Protriptilina; Protriptylin; Protriptyline; Protriptylinum"
Nc1ccc(C(=O)NCC(=O)O)cc1,Aminohippuric acid,4-aminohippuric acid; Aminohippurate; Aminohippuric acid; N-(p-Aminobenzoyl)aminoacetic acid; N-(p-Aminobenzoyl)glycine; N-(para-aminobenzoyl)glycine; p-aminohippurate; p-aminohippuric acid; PAH; PAHA; para-aminohippurate; para-aminohippuric acid ; paraaminohippuric acid
COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC,Alfuzosin,"(±)-N-[3-[(4-amino-6,7-dimethoxy-2-quinazolinyl)methylamino]propyl]tetrahydro-2-furamide; Alfuzosin; Alfuzosina; Alfuzosine; Alfuzosinum; N-[3-[(4-amino-6,7-dimethoxy-quinazolin-2-yl)- methyl-amino]propyl] tetrahydrofuran- 2-carboxamide"
CN1C(=O)OC(C)(C)C1=O,Trimethadione,Trimetadiona; Trimethadion; Trimethadione; Triméthadione; Trimethadionum; Trimethinum; Troxidone
O=C1CCCC(=O)C1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-],Nitisinone,"2-(alpha,alpha,alpha-Trifluoro-2-nitro-p-tuluoyl)-1,3-cyclohexanedione; Nitisinona; Nitisinone; Nitisinonum"
CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,Clobazam,"1-phenyl-5-methyl-8-chloro-1,2,4,5-tetrahydro-2,4-dioxo-3H-1,5-benzodiazepine; 7-Chloro-1-methyl-5-phenyl-1,5-dihydro-benzo[b][1,4]diazepine-2,4-dione; Clobazam; Clobazamum"
Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],Minoxidil,"2,4-Diamino-6-piperidinopyrimidine 3-oxide; 6-Piperidin-1-ylpyrimidine-2,4-diamine 3-oxide; Minossidile; Minoxidil; Minoxidilum"
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,Megestrol acetate,"17-Acetoxy-6-methylpregna-4,6-diene-3,20-dione; 17-Hydroxy-6-methylpregna-4,6-diene-3,20-dione 17-acetate; 17alpha-Acetoxy-6-dehydro-6-methylprogesterone; 17alpha-Hydroxy-6-methylpregna-4,6-diene-3,20-dione acetate; 17α-Acetoxy-6-dehydro-6-methylprogesterone; 17α-Hydroxy-6-methylpregna-4,6-diene-3,20-dione acetate; 6-Dehydro-6-methyl-17alpha-acetoxyprogesterone; 6-Dehydro-6-methyl-17α-acetoxyprogesterone; 6-Methyl-17alpha-acetoxypregna-4,6-diene-3,20-dione; 6-Methyl-17alpha-hydroxy-delta(sup 6)-progesterone acetate; 6-Methyl-17α-acetoxypregna-4,6-diene-3,20-dione; 6-Methyl-17α-hydroxy-delta(sup 6)-progesterone acetate; 6-Methyl-6-dehydro-17alpha-acetoxyprogesterone; 6-Methyl-6-dehydro-17α-acetoxyprogesterone; 6-Methyl-delta(sup 4,6)-pregnadien-17alpha-ol-3,20-dione acetate; 6-Methyl-delta(sup 4,6)-pregnadien-17α-ol-3,20-dione acetate; 6-Methyl-delta(sup 6)-dehydro-17alpha-acetoxyprogesterone; 6-Methyl-delta(sup 6)-dehydro-17α-acetoxyprogesterone; Megestrol acetate; MGA"
Nc1nc(=S)c2[nH]cnc2[nH]1,Tioguanine,"2-Amino 6MP; 2-Amino-1,7-dihydro-6H-purine-6-thione; 2-amino-1,9-dihydropurine-6-thione; 2-Amino-6-mercaptopurine; 2-Amino-6-merkaptopurin; 2-Amino-6-purinethiol; 2-Aminopurin-6-thiol; 2-Aminopurine-6-thiol; 2-Aminopurine-6(1H)-thione; 6-Mercapto-2-aminopurine; 6-Mercaptoguanine; 6-TG; 6-Thioguanine; TG; ThG; Thioguanine; Thioguanine anhydrous; Thioguanine, anhydrous; Tioguanin; Tioguanina; Tioguanine; Tioguaninum"
CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,Methylergometrine,"9,10-Didehydro-N-[1-(hydroxymethyl)-propyl]-D-lysergamide; D-lysergic acid 1-butanolamide; Ergotyl; Methylergobasin; Methylergometrin; Méthylergométrine; Methylergometrine; Methylergometrinum; Methylergonovine; Metilergometrina; Metilergometrinio"
CC(C)(C)c1ccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)cc1,Buclizine,1-(p-tert-Butylbenzyl)-4-(4-chloro-alpha-phenylbenzyl)piperazine; Buclizina; Buclizine; Buclizinum
C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc([NH3+])n2)C(=O)N1S(=O)(=O)[O-],Aztreonam,"(Z,)-2-((((2-Amino-4-thiazolyl)(((2S,3S,)-2-methyl-4-oxo-1-sulfo-3-azetidinyl)carbamoyl)methylene)amino)oxy)-2-methylpropionic acid; 2-({[(1Z)-1-(2-amino-1,3-thiazol-4-yl) -2- {[(2S,3S)-2-methyl-4-oxo-1-sulfoazetidin-3-yl]amino} -2- oxoethylidene]amino}oxy)-2-methylpropanoic acid; Aztreonam; Aztréonam; Aztreonamum"
O=c1[nH]c2cc(Cl)ccc2o1,Chlorzoxazone,2-hydroxy-5-chlorobenzoxazole; 5-chloro-2-benzoxazolinone; 5-chloro-2-benzoxazolol; 5-chloro-2-benzoxazolone; 5-chloro-2-hydroxybenzoxazole; 5-chloro-2(3H)-benzoxazolone; 5-chloro-3H-benzooxazol-2-one; 5-chlorobenzoxazolidone; 5-chlorobenzoxazolin-2-one; Chlorzoxane; Chlorzoxazon; Chlorzoxazona; Chlorzoxazone; Chlorzoxazonum; Clorzoxazona; Clorzoxazone
CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,Aminoglutethimide,"2-(p-Aminophenyl)-2-ethylglutarimide; 3-Ethyl-3-(p-aminophenyl)-2,6-dioxopiperidine; Aminoglutethimid; Aminoglutéthimide; Aminoglutethimide; Aminoglutethimidum; Aminoglutetimida; Aminoglutetimide; DL-Aminoglutethimide; p-Aminoglutethimide; α-(p-Aminophenyl)-α-ethylglutarimide"
OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,Mefloquine,"(DL-ERYTHRO-.ALPHA.-2-PIPERIDYL-2,8-BIS(TRIFLUOROMETHYL)-4-QUINOLINEMETHANOL; [(R*,S*)-2,8-bis(trifluoromethyl)quinolin-4-yl]-(2-piperidyl)methanol; 4-QUINOLINEMETHANOL, .ALPHA.-2-PIPERIDINYL-2,8-BIS(TRIFLUOROMETHYL)-, (R*,S*)-(±)-; alpha-2-Piperidinyl-2,8-bis(trifluoromethyl)-4-quinolinemethanol; Mefloquin; Mefloquina; Méfloquine; Mefloquine; Mefloquinum"
Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,Sulfadiazine,2-sulfanilamidopyrimidine; 2-sulfanilylaminopyrimidine; 4-amino-N-2-pyrimidinylbenzenesulfonamide; N(1)-2-Pyrimidinylsulfanilamide; N(1)-2-Pyrimidylsulfanilamide; Sulfadiazin; Sulfadiazina; Sulfadiazine; Sulfadiazinum; Sulfapyrimidine; Sulphadiazine
C[C@H](O)[C@H](O)[C@H]1CNc2nc(N)[nH]c(=O)c2N1,Sapropterin,"(−)-(6R)-2-amino-6-((1R,2S)-1,2-dihydroxypropyl)-5,6,7,8-tetrahydro-4(3H)-pteridinone; (6R)-L-erythro-5,6,7,8-tetrahydrobiopterin; (6R)-L-erythro-tetrahydrobiopterin; 2-Amino-6-(1,2-dihydroxypropyl)-5,6,7,8-tetrahydoro-4(1H)-pteridinone; 5,6,7,8-Tetrahydrobiopterin; 6R-5,6,7,8-tetrahydrobiopterin; 6R-BH4; 6R-L-5,6,7,8-tetrahydrobiopterin; R-THBP; Sapropterin; Sapropterina; sapropterinum; Tetrahydrobiopterin"
CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2,Vinorelbine,5'-Noranhydrovinblastine; Vinorelbin; Vinorelbina; Vinorelbine; Vinorelbinum
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,Clozapine,Clozapin; Clozapina; Clozapine; Clozapinum
O.O=S(=O)(OC[C@H]1O[C@H](O[C@]2(COS(=O)(=O)O[Al](O)O)O[C@H](COS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@@H]2OS(=O)(=O)O[Al](O)O)[C@H](OS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@@H]1OS(=O)(=O)O[Al](O)O)O[Al](O)O.O[Al](O)O,Sucralfate,"Hexadeca-μ-hydroxytetracosahydroxy[μ8-[1,3,4,6-tetra-O-sulfo-β-Dfructofuranosyl-α-D-glucopyranoside tetrakis(hydrogen sulfato)8-)]]hexadecaaluminum; Sucralfat; Sucralfate; Sucralfato; Sucralfatum"
Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,Grepafloxacin,Grepafloxacin
CN(C)CCOC(C)(c1ccccc1)c1ccccn1,Doxylamine,"2-(alpha-(2-(Dimethylamino)ethoxy)-alpha-methylbenzyl)pyridine; 2-Dimethylaminoethoxyphenylmethyl-2-picoline; Dossilamina; Doxilamina; Doxilminio; Doxylamine; Doxylaminum; N,N-Dimethyl-2-(1-phenyl-1-(2-pyridinyl)ethoxy)ethanamine; Phenyl-2-pyridylmethyl-beta-N,N-dimethylaminoethyl ether"
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,Levonorgestrel,"(-)-13-Ethyl-17-hydroxy-18,19-dinor-17alpha-pregn-4-en-20-yn-3-one; (8R,9S,10R,13S,14S,17R)-13-ethyl-17-ethynyl-17-hydroxy- 1,2,6,7,8,9,10,11,12,13,14,15,16, 17- tetradecahydrocyclopenta[a] phenanthren-3-one; 13-beta-Ethyl-17alpha-ethynyl-17beta-hydroxygon-4-en-3-one; 13-Ethyl-17-alpha-ethynyl-17-beta-hydroxy-4-gonen-3-one; 13-Ethyl-17-alpha-ethynylgon-4-en-17-beta-ol-3-one; 17-alpha-Ethinyl-13-beta-ethyl-17-beta-hydroxy-4-estren-3-one; 17-alpha-Ethynyl-13-ethyl-19-nortestosterone; 17-Ethynyl-18-methyl-19-nortestosterone; 17alpha-Ethynyl-13beta-ethyl-3-oxo-4-estren-17beta-ol; 17alpha-Ethynyl-17-hydroxy-18-methylestr-4-en-3-one; 17alpha-Ethynyl-18-homo-19-nortestosterone; 18-Methyl-17-alpha-ethynyl-19-nortestosterone; 18-Methylnorethisterone; d(-)-Norgestrel; Lèvonorgestrel; Levonorgestrel; Levonorgestrelum"
NC[C@H](O)c1ccc(O)c(O)c1,Norepinephrine,"(−)-arterenol; (−)-noradrenaline; (−)-norepinephrine; (R)-(−)-norepinephrine; (R)-4-(2-amino-1-hydroxyethyl)-1,2-benzenediol; (R)-noradrenaline; (R)-norepinephrine; 4-[(1R)-2-Amino-1-hydroxyethyl]-1,2-benzenediol; Arterenol; L-noradrenaline; L-Norepinephrine; Nor-adrenaline; Noradrenaline; Norepinefrina; Norépinéphrine; Norepinephrine; Norepinephrinum"
Nc1ccn(C[C@@H](CO)OCP(=O)(O)O)c(=O)n1,Cidofovir,"({[(S)-1-(4-amino-2-oxo-1,2-dihydropyrimidin-1-yl)-3-hydroxypropan-2-yl]oxy}methyl)phosphonic acid; (S)-(3-(4-amino-2-Oxopyrimidin-1(2H)-yl)-1-hydroxypropan-2-yloxy)methylphosphonic acid; (S)-1-(3-Hydroxy-2-phosphonomethoxypropyl)cytosine; (S)-1-[3-Hydroxy-2-(phosphonomethoxy)propyl]cytosine; (S)-1-[3-Hydroxy-2-(phosphonylmethoxy)propyl]cytosine; (S)-HPMPC; [(S)-2-(4-Amino-2-oxo-2H-pyrimidin-1-yl)-1-hydroxymethyl-ethoxymethyl]-phosphonic acid; [[(S)-2-(4-amino-2-oxo-1(2H)-pyrimidinyl)-1-(hydroxymethyl)ethoxy]methyl]phosphonic acid; 1-(S)-[3-Hydroxy-2-(phosphonomethoxy)propyl]cytosine; 1-[(S)-3-Hydroxy-2-(phosphonomethoxy)propyl]cytosine; CDV; Cidofovir; Cidofovir anhydrous; Cidofovirum"
CN1CCN2c3ncccc3Cc3ccccc3C2C1,Mirtazapine,"1,2,3,4,10,14b-Hexahydro-2-methylpyrazino(2,1-a)pyrido(2,3-c)benzazepine; 6-Azamianserin; Mepirzapine; Mirtazapin; Mirtazapina; Mirtazapine; Mirtazapinum"
CCCC(C)(COC(N)=O)COC(N)=O,Meprobamate,Meprobamat; Meprobamate; Meprobamato; Meprobamatum; Meprobamic acid
CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,Thiethylperazine,2-(ethylthio)-10-[3-(4-methylpiperazin-1-yl)propyl]-10H-phenothiazine; Norzine; Thiethylperazin; Thiéthylpérazine; Thiethylperazine; Thiethylperazinum; Tietilperazina
CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1,Timolol,"(S)-1-(tert-butylamino)-3-[(4-morpholin-4-yl-1,2,5-thiadiazol-3-yl)oxy]propan-2-ol; Timolol; Timolol anhydrous; Timololo; Timololum"
CCCCC[C@H](O)CC[C@@H]1[C@H]2Cc3cccc(OCC(=O)O)c3C[C@H]2C[C@H]1O,Treprostinil,Tréprostinil; Treprostinil; Treprostinilo; Treprostinilum
OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,Trihexyphenidyl,Trihexifenidilo; Trihexyphenidyl; Trihexyphénidyle; Trihexyphenidylum
O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1CN2CCC1CC2,Palonosetron,"(3aS)-2-[(3S)-1-azabicyclo[2.2.2]octan-3-yl]-2,3,3a,4,5,6-hexahydro-1H-benzo[de]isoquinolin-1-one; 2-(1-Azabicyclo(2.2.2)oct-3-yl)-2,3,3a,4,5,6-hexahydro-1H-benz(de)isoquinolin-1-one; Palonosétron; Palonosetron; Palonosetrón; Palonosetronum"
CC(=O)[C@H]1CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C,Dydrogesterone,"(9β,10α)-pregna-4,6-diene-3,20-dione; 10α-Isopregnenone; 6-Dehydro-retro-progesterone; 9β,10α-pregna-4,6-diene-3,20-dione; delta(6)-Retroprogesterone; delta(sup 6)-Retroprogesterone; Didrogesterona; Didrogesterone; Dydrogesterona; Dydrogesterone; Dydrogestérone; Dydrogesteronum; Gestatron; Hydrogesterone; Hydrogestrone; Isopregnenone; Retro-6-dehydroprogesterone"
Cc1cccc(C)c1OCC(C)N,Mexiletine,"(±)-1-(2,6-dimethylphenoxy)propan-2-amine; (2RS)-1-(2,6-dimethylphenoxy)-2-aminopropane; 1-(2,6-dimethylphenoxy)-2-propanamine; 1-(2',6'-dimethylphenoxy)-2-aminopropane; 1-methyl-2-(2,6-xylyloxy)ethanamine; Mexiletina; Mexilétine; Mexiletine; Mexiletinum"
C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,Dexrazoxane,"(+)-(S)-4,4'-Propylenedi-2,6-piperazinedione; (+)-1,2-Bis(3,5-dioxo-1-piperazinyl)propane; 4-[(2S)-2-(3,5-dioxopiperazin-1-yl)propyl]piperazine-2,6-dione; Dexrazoxan; Dexrazoxane; Dexrazoxano; Dexrazoxanum; Dextrorazoxane"
CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,Amlodipine,"(RS)-3-ethyl 5-methyl 2-[(2-aminoethoxy)methyl]-4-(2-chlorophenyl)-6-methyl-1,4-dihydropyridine-3,5-dicarboxylate; 3-Ethyl 5-methylester, (±)-2-[(2-aminoethoxy)methyl]-4-(o-chlorophenyl)-1,4-dihydro-6-methyl-3,5-pyridinedicarboxylate; Amlodipine; Amlodipine free base; Amlodipino; Amlodipinum"
Nc1c2c(nc3ccccc13)CCCC2,Tacrine,"1,2,3,4-tetrahydro-9-acridinamine; 1,2,3,4-tetrahydro-9-aminoacridine; 1,2,3,4-tetrahydroacridin-9-amine; 5-amino-6,7,8,9-tetrahydroacridine; 9-amino-1,2,3,4-tetrahydroacridine; Tacrin; Tacrine; Tacrinum; Tetrahydroaminacrine; Tetrahydroaminoacridine; THA"
CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1,Oxyphencyclimine,Oxifencicliminum; Oxyphencyclimine; Oxyphencycliminum
Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,Triamterene,"6-phenylpteridine-2,4,7-triamine; Teridin; Triamteren; Triamterena; Triamtérène; Triamterene; Triamtereno; Triamterenum"
CCCCC(=O)OCC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(OC)cccc1C3=O,Valrubicin,"(8S, 10S)-8-glycoloyl-7,8,9,10-tetrahydro-6,8,11-trihydroxy-1-methoxy-10-[[2,3,6-trideoxy-3-(2,2,2-trifluoroacetamido)-α-L-lyxo-hexopyranosyl]oxy]-5,12-naphthacenedione 8²-valerate; 2-oxo-2-[(2S,4S)-2,5,12-trihydroxy-7-methoxy-6,11-dioxo-4-({2,3,6-trideoxy-3-[(trifluoroacetyl)amino]hexopyranosyl}oxy)-1,2,3,4,6,11-hexahydrotetracen-2-yl]ethyl pentanoate; Valrubicin; Valrubicina; Valrubicine; Valrubicinum"
OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,Procyclidine,1-cyclohexyl-1-phenyl-3-pyrrolidin-1-yl-propan-1-ol hydrochloride; 1-Cyclohexyl-1-phenyl-3-pyrrolidino-1-propanol; Prociclidina; Procyclidin; Procyclidine; Procyclidinum; Tricyclamol
CNC[C@H](O)c1cccc(O)c1,Phenylephrine,(−)-m-hydroxy-α-(methylaminomethyl)benzyl alcohol; Fenilefrina; l-(3-Hydroxyphenyl)-N-methylethanolamine; Phenylephrine; Phenylephrinum; R(-)-Phenylephrine
CCOC(=O)n1ccn(C)c1=S,Carbimazole,Athyromazole; Carbethoxymethimazole; Carbimazol; Carbimazole; Carbimazolo; Carbimazolum; Carbinazole; Ethyl 3-methyl-2-thioimidazoline-1-carboxylate
